A_c,Access_prop1,Access_prop2,Addl_mo_fee,Addr,All_inc,Alt_power1,Alt_power2,Apt_num,Area,Area_code,Ass_year,Assignment,Bath_tot,Bldg_amen1_out,Bldg_amen2_out,Bldg_amen3_out,Bldg_amen4_out,Bldg_amen5_out,Bldg_amen6_out,Br,Br_plus,Bsmt1_out,Bsmt2_out,Cable,Cac_inc,Cd,Central_vac,Cert_lvl,Cndsold_xd,Com_coopb,Comel_inc,Community,Community_code,Cond,Cond_txinc,Condo_corp,Condo_exp,Constr1_out,Constr2_out,Corp_num,County,Cross_st,Den_fr,Disp_addr,Dom,Dt_sus,Dt_ter,Easement_rest1,Easement_rest2,Easement_rest3,Easement_rest4,Elevator,Energy_cert,Ens_lndry,Extras,Fpl_num,Fractional_ownership,Fuel,Furnished,Gar,Gar_type,Green_pis,Handi_equipped,Heat_inc,Heating,Hydro_inc,Input_date,Insur_bldg,Internet,Kit_plus,Laundry,Laundry_lev,Ld,Level1,Level10,Level11,Level12,Level2,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Locker,Locker_lev_unit,Locker_num,Locker_unit,Lp_dol,Lsc,Maint,Ml_num,Mmap_col,Mmap_page,Mmap_row,Municipality,Municipality_code,Municipality_district,Num_kit,Occ,Oh_date1,Oh_date2,Oh_date3,Oh_date4,Oh_date5,Oh_date6,Oh_dt_stamp,Oh_from1,Oh_from2,Oh_from3,Oh_from4,Oh_from5,Oh_from6,Oh_Link1,Oh_Link2,Oh_Link3,Oh_Link4,Oh_Link5,Oh_Link6,Oh_to1,Oh_to2,Oh_to3,Oh_to4,Oh_to5,Oh_to6,Oh_Type1,Oh_Type2,Oh_Type3,Oh_Type4,Oh_Type5,Oh_Type6,Orig_dol,Outof_area,Parcel_id,Park_chgs,Park_desig,Park_desig_2,Park_fac,Park_lgl_desc1,Park_lgl_desc2,Park_spc1,Park_spc2,Park_spcs,Patio_ter,Perc_dif,Pets,Pix_updt,Portion_lease_comments,Portion_property_lease_srch,Portion_property_lease1_out,Portion_property_lease2_out,Portion_property_lease3_out,Portion_property_lease4_out,Poss_date,Pr_lsc,Prkg_inc,Prop_feat1_out,Prop_feat2_out,Prop_feat3_out,Prop_feat4_out,Prop_feat5_out,Prop_feat6_out,Prop_mgmt,Pvt_ent,Retirement,Rltr,Rm1_dc1_out,Rm1_dc2_out,Rm1_dc3_out,Rm1_len,Rm1_out,Rm1_wth,Rm10_dc1_out,Rm10_dc2_out,Rm10_dc3_out,Rm10_len,Rm10_out,Rm10_wth,Rm11_dc1_out,Rm11_dc2_out,Rm11_dc3_out,Rm11_len,Rm11_out,Rm11_wth,Rm12_dc1_out,Rm12_dc2_out,Rm12_dc3_out,Rm12_len,Rm12_out,Rm12_wth,Rm2_dc1_out,Rm2_dc2_out,Rm2_dc3_out,Rm2_len,Rm2_out,Rm2_wth,Rm3_dc1_out,Rm3_dc2_out,Rm3_dc3_out,Rm3_len,Rm3_out,Rm3_wth,Rm4_dc1_out,Rm4_dc2_out,Rm4_dc3_out,Rm4_len,Rm4_out,Rm4_wth,Rm5_dc1_out,Rm5_dc2_out,Rm5_dc3_out,Rm5_len,Rm5_out,Rm5_wth,Rm6_dc1_out,Rm6_dc2_out,Rm6_dc3_out,Rm6_len,Rm6_out,Rm6_wth,Rm7_dc1_out,Rm7_dc2_out,Rm7_dc3_out,Rm7_len,Rm7_out,Rm7_wth,Rm8_dc1_out,Rm8_dc2_out,Rm8_dc3_out,Rm8_len,Rm8_out,Rm8_wth,Rm9_dc1_out,Rm9_dc2_out,Rm9_dc3_out,Rm9_len,Rm9_out,Rm9_wth,Rms,Rooms_plus,Rural_svc1,Rural_svc2,Rural_svc3,Rural_svc4,Rural_svc5,S_r,Secgrd_sys,Sewage1,Sewage2,Share_perc,Shore_allow,Shoreline_exp,Shoreline1,Shoreline2,Sp_dol,Spec_des1_out,Spec_des2_out,Spec_des3_out,Spec_des4_out,Spec_des5_out,Spec_des6_out,Sqft,St,St_dir,St_num,St_sfx,Status,Stories,Style,Taxes,Td,Timestamp_sql,Tot_park_spcs,Tour_url,Tv,Type_own_srch,Type_own1_out,Uffi,Unavail_dt,Unit_num,Vend_pis,Vtour_updt,Water_acc_bldg1,Water_acc_bldg2,Water_body,Water_del_feat1,Water_del_feat2,Water_feat1,Water_feat2,Water_feat3,Water_feat4,Water_feat5,Water_front,Water_inc,Water_type,Wcloset_p1,Wcloset_p2,Wcloset_p3,Wcloset_p4,Wcloset_p5,Wcloset_t1,Wcloset_t1lvl,Wcloset_t2,Wcloset_t2lvl,Wcloset_t3,Wcloset_t3lvl,Wcloset_t4,Wcloset_t4lvl,Wcloset_t5,Wcloset_t5lvl,Xd,Xdtd,Yr,Yr_built,Zip,Zoning,Ad_text
Central Air,,,,250 Lawrence Ave W,,,,310,Toronto,1,,,1,Bbqs Allowed,Concierge,Exercise Room,Games Room,Party/Meeting Room,Rooftop Deck/Garden,1,,None,,,Y,,,,,Half Month Rent+ Hst,Y,Lawrence Park North,01.C04.0690,,,tscc,S,Concrete,,0,Ontario,Lawrence Ave W And Avenue Rd,N,Y,147,,00:00.0,,,,,,N,,"Brand New Integrated Appliances [Fridge, Stove, Over-the-range Microwave, Dishwasher], Washer & Dryer.",N,,Gas,N,0,Underground,N,,,Forced Air,,28:08.0,Y,Y,,Ensuite,,00:00.0,Flat,,,,Flat,Flat,Flat,,,,,,None,,,,2200,Ter,,C7279152,,,,Toronto,01.C04,Toronto C04,1,Tba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,None,,Undergrnd,,,,,0,None,,Restrict,37:02.0,,.AA.,Entire Property,,,,,Pc,,Library,Park,Place Of Worship,Public Transit,School,,Del Property Management,N,,HOMECOMFORT REALTY INC.,Laminate,Modern Kitchen,B/I Appliances,,Kitchen,,,,,,,,,,,,,,,,,,,,Laminate,Open Concept,Combined W/Kitchen,,Dining,,Laminate,Open Concept,Window Flr To Ceil,,Living,,Laminate,Sliding Doors,Large Window,3.2,Prim Bdrm,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Lease,,,,,,,,,,Unknown,,,,,,500-599,Lawrence,W,250,Ave,U,3,Apartment,,,45:51.0,0,,,.C.,Condo Apt,,00:00.0,9,N,,,,,,,,,,,,,,,4,,,,,1,Flat,,,,,,,,,00:00.0,,,New,M5M 1B2,,"Brand New Sun-filled south facing 1B Unit Luxury Condo at Lawrence & Avenue. Discover this bright and efficient layout, 9 feet ceilings and large windows creating an airy open-concept space. The modern kitchen boasts sleek built-in fixtures and stainless steel appliances, making meal prep a delight. Surrounded by multitude of parks, restaurants, retail shops, groceries, top-rated schools, and cozy cafes, easy access to HWY 401 and step to TTC. Ensuring a vibrant and convenient lifestyle at your doorstep."
Central Air,,,,1055 Bay St,,,,1916,Toronto,1,2023,,1,Bike Storage,Concierge,Gym,Indoor Pool,Rooftop Deck/Garden,,1,1,None,,,Y,,,,,Seller Will Negotiate/ $2 Listing Broker,Y,Bay Street Corridor,01.C01.0900,,,TORONTO,N,Brick,,734,Ontario,Bay And Welleslie,N,Y,147,,,,,,,N,,,,N,,Gas,,0,Underground,N,N,Y,Forced Air,Y,39:33.0,Y,Y,,Ensuite,,00:00.0,Flat,,,,Flat,Flat,Flat,Flat,,,,,Exclusive,,,,625000,New,556,C7285066,,,,Toronto,01.C01,Toronto C01,1,Negotiable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000,,117340273,,Common,,Other,,,,,0,None,,Restrict,39:53.0,,,,,,,,,,Hospital,Library,Park,Place Of Worship,,,Del Property Management,,N,EASY LIST REALTY,,,,3.88,Prim Bdrm,2.8,,,,,,,,,,,,,,,,,,,,,,2.89,Den,2.38,Combined W/Dining,,,5.58,Living,3.3,,,,3,Kitchen,2.42,4 Pc Bath,,,,Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Sale,,,,,,,,,,Unknown,,,,,,600-699,Bay,,1055,St,A,18,Apartment,2218,,33:49.0,0,,333000,.C.,Condo Apt,No,,16,N,,,,,,,,,,,,,Y,,4,,,,,1,Flat,,,,,,,,,00:00.0,,2023,16-30,M5S 3A3,SS1,"For additional information, please click on Brochure button below. A very efficient layout 1+1 Condo with bright windows, being used comfortably as a 2-Bedroom unit, with low Maintenance fee. Excellent potential investment property in a High Demand area: U of T, MTU (Ryerson), Hospitals, Queens Park, Financial District, Yorkville Village, TTC Subway. 24-hour Concierge and Security, Rooftop Terrace, Sauna, Racquet Courts, Spa-type Whirlpool, Well-equipped Party Room, General Gym and Semi-Private Gym. Electric Cooktop with Built-in Oven, Fridge, Dishwasher, Front-load Washer & Dryer, New HVAC Unit (2021) with digital thermostat. Good-size private Storage Room. All measurements approximate. Currently tenanted until May 1, 2024. Monthly condo fee $556."
Central Air,,,,10 Deerlick Crt,,,,601,Toronto,1,,,2,Concierge,Gym,Party/Meeting Room,Rooftop Deck/Garden,Visitor Parking,,1,1,None,,,Y,,,,,5% Net Hst,Y,Parkwoods-Donalda,01.C13.0660,,,n/a,S,Concrete,Stone,0,Ontario,York Mills Rd & Valleywoods Rd,N,Y,147,,,,,,,,N,,"Custom Designed Kitchen, 6 Appl, S/S Fridge, Stove, D/W & Microwave. White Washer & Dryer.Wide plank Laminate Flrs.Flr To Ceiling Low E Windows.24/7 Concierge. Purchase Price incl PARKING& LOCKER.",N,,Gas,,0,Underground,N,,Y,Forced Air,,40:34.0,Y,Y,,Ensuite,,00:00.0,Flat,,,,Flat,Flat,Flat,Flat,,,,,Owned,,,,615000,Pc,395.98,C7286850,,,,Toronto,01.C13,Toronto C13,1,30 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585000,,,,None,,Undergrnd,,,,,1,Open,,Restrict,27:49.0,,,,,,,,New,,Grnbelt/Conserv,Park,Public Transit,Ravine,,,First Service Residential Ontario,,,INTERNATIONAL HOME MARKETING GROUP REALTY INC.,O/Looks Ravine,W/O To Balcony,Open Concept,7.19,Living,3.03,,,,,,,,,,,,,,,,,,,Combined W/Living,,,,Dining,3.53,Combined W/Dining,Open Concept,Stainless Steel Appl,,Kitchen,3.53,O/Looks Ravine,4 Pc Ensuite,Large Window,3.03,Prim Bdrm,2.95,Laminate,,,2.51,Den,2.8,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Sale,,,,,,,,,,Unknown,,,,,,600-699,Deerlick,,10,Crt,A,6,Apartment,0,,33:49.0,1,,,.C.,Condo Apt,,,1,N,,,,,,,,,,,,,Y,,4,3,,,,1,,1,,,,,,,,00:00.0,,2023,New,M3A 1Y4,,"The Ravine Community is Set On Acres Of Lovely Grounds Adjacent To Miles Of Walking & Biking Trails in the Parkwoods-Donalda neighbourhood. It offers a beautiful natural setting with a connection to Brookbanks Park through a network of hiking trails. A bright & sunny open-concept 1 bed+den, 2 full baths providing an incredible unobstructed panoramic view of the city. Conveniently situated south of Highway 401, allowing for easy access to the DVP. PARKING & LOCKER INCLUSIVE."
Central Air,,,,1 Bloor St E,,,,7303,Toronto,1,,,3,Concierge,Exercise Room,Indoor Pool,Outdoor Pool,Party/Meeting Room,,3,,None,,,,,,,,Half Month's Rent,Y,Church-Yonge Corridor,01.C08.0910,,,TSCC,Se,Concrete,,2577,Ontario,Yonge/ Bloor,N,Y,139,,,,,,,,,,"Top of the Line Appliances including WOLF Stove, and Subzero Fridge. Stainless Steel Microwave, Wine Cellar, Dishwasher, Range Hood. Whirlpool Washer & Dryer. Window Blinds Covering.",N,,Gas,N,2,Underground,,,Y,Forced Air,,51:46.0,Y,Y,,Ensuite,Main,00:00.0,Flat,,,,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Owned,B,56,3,7500,Exp,,C7291014,,,,Toronto,01.C08,Toronto C08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,765770919,,Owned,Owned,Undergrnd,B/B,B/B,27,28,2,Open,,N,52:16.0,,.AA.,Entire Property,,,,00:00.0,Pc,Y,Library,Public Transit,School,,,,Balance Residential Management,Y,,RIGHT AT HOME REALTY,Combined W/Dining,Combined W/Kitchen,W/O To Balcony,6.44,Living,6.44,,,,,,,,,,,,,,,,,,,Combined W/Living,Combined W/Kitchen,Open Concept,6.44,Dining,6.44,Stainless Steel Appl,Granite Counter,Open Concept,6.44,Kitchen,6.44,5 Pc Ensuite,W/I Closet,Window Flr To Ceil,3.31,Prim Bdrm,4.08,4 Pc Ensuite,His/Hers Closets,South View,4.03,2nd Br,3.31,Hardwood Floor,Window Flr To Ceil,South View,4.03,3rd Br,2.97,5 Pc Ensuite,Granite Counter,Hot Tub,,Bathroom,,4 Pc Ensuite,Granite Counter,Granite Floor,,Bathroom,,2 Pc Bath,Granite Floor,Granite Sink,,Powder Rm,,6,,,,,,,Lease,,,,,,,,,,Unknown,,,,,,1400-1599,Bloor,E,1,St,U,73,Apartment,,,33:40.0,2,https://www.youtube.com/watch?v=yHCCStjZ5gU,,.C.,Condo Apt,,00:00.0,3,N,,,,,,,,,,,,,Y,,5,4,2,,,1,,1,,1,,,,,,00:00.0,,,06-Oct,M4W 1A9,,"One Bloor East The Most Iconic High-end Condominium In Downtown Toronto. Grand 3 Bedroom Corner Unit located on 73rd Floor. Interior Over 1400 Sqft + Huge Wrap-around South East View Balcony. Direct Access to Yonge/Bloor Subway Line 1 & 2. Many Upgrades & Custom Interior Design. Panoramic Skyview Suite With Breathtaking South Lake And City View. Stunning Corner Suite With Large Windows. Lots Of Kitchen Cabinetry And Functional Island. Incredible 27000 Sqft Amenity Center including indoor and outdoor swimming Pool, Cardio, Gym, Exercise room, Party Room and much more . 24Hr Concierge and Security Services."
Central Air,,,,10 Deerlick Crt,,,,1702,Toronto,1,,,2,Concierge,Gym,Party/Meeting Room,Rooftop Deck/Garden,Visitor Parking,,2,,None,,,Y,,,,,5% Net Hst,Y,Parkwoods-Donalda,01.C13.0660,,,n/a,Sw,Concrete,Stone,0,Ontario,York Mills Rd & Valleywood Rd,N,Y,143,,,,,,,,,,"Beautiful kitchen design with a natural color scheme. stone C-top 6 Appl, S/S Fridge,Stove, D/W & Microwave.White Washer & Dryer.Wide plank Laminate Flrs.Flr To Clg Low E Windows.9' smooth cig. Purchase Price Incl PARKING&LOCKER. 5% deposit",N,,Gas,,0,Underground,,,,Fan Coil,,54:17.0,Y,Y,,Ensuite,,00:00.0,Flat,,,,Flat,Flat,Flat,Flat,,,,,Owned,,,,835000,Pc,528.59,C7295630,,,,Toronto,01.C13,Toronto C13,1,30 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810000,,,,None,,Undergrnd,,,,,1,Open,,Restrict,51:40.0,,,,,,,,New,,Grnbelt/Conserv,Park,Public Transit,Ravine,,,First Service Residential Ontario,,,INTERNATIONAL HOME MARKETING GROUP REALTY INC.,Sw View,O/Looks Ravine,W/O To Balcony,8.13,Living,4.85,,,,,,,,,,,,,,,,,,,Open Concept,,,,Dining,,Combined W/Dining,Stone Counter,Stainless Steel Appl,,Kitchen,3.53,3 Pc Ensuite,W/I Closet,O/Looks Ravine,4.04,Prim Bdrm,3.1,Window Flr To Ceil,Large Closet,,3.1,2nd Br,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Sale,,,,,,,,,,Unknown,,,,,,800-899,Deerlick,,10,Crt,A,6,Apartment,0,,33:39.0,1,,,.C.,Condo Apt,,,1,N,,,,,,,,,,,,,,,4,3,,,,1,,1,,,,,,,,00:00.0,,2023,New,M3A 1Y4,,"The Ravine Community is Set On Magnificent 13 Acres  Site Parkwoods-Donalda neighborhood.  Connected to Brookbanks Park Through a network of hiking trails. This bright & airy 2-bed corner suite boasts delightful panoramic S/W views of Lush Greenery, creating a serene & tranquil atmosphere from your private wrap around balcony. Well designed & most desirable layout. This layout was the project model suite. Easy DVP/401 access. TTC right at doorstep. ."
Central Air,,,,458 Richmond St W,,,,906,Toronto,1,,,1,Bike Storage,Gym,Party/Meeting Room,,,,1,,None,,,,,,,,0.5 Month's Rent + Hst,Y,Waterfront Communities C1,01.C01.1001,,,TSCC,S,Brick,Concrete,2921,Ontario,Richmond St. W./ Spadina Ave.,N,Y,68,,,,,,,,,,"The Tenant Will Receive $1250 Credit If Take Occupancy By April 2. Rent Price Include To Use The High End Upgrade Finishes: S/S (Gas Cooktop,Fridge, B/In Oven,B-In Oven,B/In Microwave,Washer And Dryer,All Elf,And Custom Made window Blinds!",N,,Gas,N,0,Underground,,,,Heat Pump,,49:01.0,Y,Y,,Ensuite,,00:00.0,Flat,,,,Flat,Flat,Flat,,,,,,None,,,,2350,New,,C8025124,,,,Toronto,01.C01,Toronto C01,1,01-Apr-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,,,,None,,Undergrnd,,,,,0,None,,Restrict,49:20.0,,.AA.,Entire Property,,,,,,,Park,Public Transit,School,,,,Icon Property Management,N,,RE/MAX WEST VICKY HSU GROUP REALTY,Combined W/Dining,Hardwood Floor,Large Window,5.23,Living,2.54,,,,,,,,,,,,,,,,,,,Combined W/Living,Hardwood Floor,Open Concept,5.23,Dining,2.54,Open Concept,Hardwood Floor,Stainless Steel Appl,5.23,Kitchen,2.54,Large Closet,Hardwood Floor,,3.37,Prim Bdrm,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Lease,,,,,,,,,,Unknown,,,,,,0-499,Richmond,W,458,St,A,9,Apartment,,,19:50.0,0,,,.C.,Condo Apt,,,6,N,,,,,,,,,,,,,Y,,4,,,,,1,Main,,,,,,,,,00:00.0,,,0-5,M5V 0S9,,"Location! Location ! Location ! 2 Year New Luxury Woodsworth !! Perfect Junior One Bedroom Flooplan +$$$ Spent Upgrade ( Include Concrete Ceiling Upgrade To Smooth Ceiling, Wood Floors Thur Out, Kitchen And Bathroom Luxury Finishes, Custom Made Blinds, And More) !!! Soaring 9 Ft Hign ceiling, Gas cooking Inside, Quartz Countertops, and Ultra Modern Finishes. Ultra Chic Building ! Gym & Party/ Meeting Room & Security System. Walking Distance To U of T, UHN Hospitals, Gueen St. Shops, Restaurants, Financial District & Entertainment District."
Central Air,,,,224 King St W,,,,4302,Toronto,1,,,3,Bbqs Allowed,Concierge,Gym,Outdoor Pool,Party/Meeting Room,,3,1,None,,,,,,,,2.5% + Hst,Y,Waterfront Communities C1,01.C01.1001,,,TSCP,S,Other,,2489,Ontario,King Street West &  University,Y,Y,61,,,,,,,Y,,,"SubZero Fridge, Wolf Gas Cooktop, Wolf Wall Ovens, Gas BBQ hookup",Y,,Gas,,1,Underground,,,,Forced Air,,37:14.0,Y,Y,,Ensuite,Main,00:00.0,Flat,,,,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Owned,5,,80,3900000,New,2146.75,C8042068,,,,Toronto,01.C01,Toronto C01,1,30/90 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900000,,,,Owned,,Facilities,P1-23,,,,0,Terr,,Restrict,37:25.0,,,,,,,,,Y,,,,,,,Crossbridge Condominium Services Ltd.,,,SOTHEBY`S INTERNATIONAL REALTY CANADA,Hardwood Floor,Closet,,2.72,Foyer,1.83,,,,,,,,,,,,,,,,,,,Combined W/Dining,South View,W/O To Terrace,6.88,Living,5.36,Open Concept,2 Way Fireplace,W/O To Terrace,6.88,Dining,5.36,Centre Island,Stainless Steel Appl,Hardwood Floor,4.19,Kitchen,2.26,2 Way Fireplace,Se View,W/O To Terrace,7.19,Family,4.42,Hardwood Floor,Window Flr To Ceil,East View,3.3,Office,3.05,4 Pc Bath,Double Closet,East View,4.47,3rd Br,3.18,5 Pc Ensuite,W/I Closet,W/O To Terrace,6.58,Prim Bdrm,5.21,West View,Hardwood Floor,B/I Closet,5.16,Other,3.18,8,,,,,,,Sale,,,,,,,,,,Unknown,,,,,,2250-2499,King,W,224,St,A,43,Apartment,10767,,19:29.0,1,,,.C.,Condo Apt,,,2,N,,,,,,,,,,,,,Y,,4,5,4,,,1,Main,1,Main,1,Main,,,,,00:00.0,,2023,06-Oct,M5V 1H8,,"Welcome to Luxury Living in Downtown Toronto. Approximately 2500 SF 3+1 Bedroom 3 Bath Suite. Only Two Suites on 43rd Floor ensures privacy. 180 panoramic views of lake and city lights set the stage for great entertaining whether hosting a cocktail party on your Private 400 SF South Facing Terrace or an intimate sit down dinner prepared from your Gourmet chef kitchen. Walk to major sporting events, concerts and shows at Scotia Arena, Roger's Centre, Theatres, Roy Thompson Hall, restaurants, luxury hotels-Ritz Carleton, shangri-la, nightlife. Huge primary suite with w 5pc ensuite and custom dressing room. Floor to ceiling windows throughout make for spectacular views in the sky. Marble clad double sided fireplace , stainless countertop, custom dry bar, motorized blinds throughout, elevator lift to parking,  24 hr concierge, outdoor pool, gym."
Central Air,,,,1 Cardiff Rd,,,,708,Toronto,1,,,1,Concierge,Exercise Room,Games Room,Gym,Rooftop Deck/Garden,Visitor Parking,1,,None,,,,,,,,Half Of One Month's Rent + Hst + Thanks!,Y,Mount Pleasant East,01.C10.0770,,,TSCC,W,Concrete,,2962,Ontario,Eglinton E And Bayview,N,Y,41,,,,,,,,,,"Existing: Fridge, Stove, Dishwasher, Microwave/Venthood, Washer, Dryer, Window Blinds.",N,,Gas,N,0,None,,,,Forced Air,,47:09.0,Y,Y,,Ensuite,,00:00.0,Flat,,,,Flat,Flat,Flat,,,,,,Owned,B,,66,2150,Pc,,C8084622,,,,Toronto,01.C10,Toronto C10,1,Immediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,,,None,,None,,,,,0,Open,,N,36:22.0,,.AA.,Entire Property,,,,00:00.0,New,,Hospital,Library,Park,Public Transit,Rec Centre,School,First Service Residential,Y,,ROYAL LEPAGE CONNECT REALTY,Combined W/Dining,W/O To Balcony,Laminate,,Living,,,,,,,,,,,,,,,,,,,,Combined W/Kitchen,Open Concept,Laminate,,Dining,,Quartz Counter,Ceramic Back Splash,Stainless Steel Appl,,Kitchen,,Sliding Doors,Double Closet,Laminate,,Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Lease,,,,,,,,,,Unknown,,,,,,500-599,Cardiff,,1,Rd,A,7,Apartment,,,54:27.0,0,,,.C.,Condo Apt,,,8,N,,,,,,,,,,,,,,,4,,,,,1,Flat,,,,,,,,,00:00.0,,,0-5,M4P 0G2,,"Live In One Of Toronto's Most Desirable Communities. Welcome To The Cardiff Condos! This Stunning One Bed/One Bath Suite Is Flooded With Natural Light and Has Soaring 9 Ft Ceiling With A Spectacular Balcony View. Sleek & Modern Kitchen With Built-In Stainless Steel Appliances and Custom Ceramic Backsplash. Plenty of Storage Including Two Closets In The Bedroom. Laminate Flooring Throughout. Amenities Include: 24-Hour Concierge, Underground Visitor Parking, A Well Equipped Exercise And Games Room, Plus A Large Outdoor Terrace Terrace With BBQs And A Stunning View Of The Mount Pleasant/Leaside Neighbourhood. Quick Access To Local Parks, Groceries, Trendy Restaurants, Cafes Along Bayview and Ample Entertainment Options At Yonge & Eglinton. Locker Included!"
Central Air,,,,99 John St,,,,3403,Toronto,1,,,1,Concierge,Exercise Room,Outdoor Pool,Party/Meeting Room,Rooftop Deck/Garden,Visitor Parking,1,,None,,,Y,,,,,2.5% Plus Hst,Y,Waterfront Communities C1,01.C01.1001,,Y,TSCC,S,Brick,,2909,Ontario,John/Adelaide,N,Y,29,,,,,,,Y,,,"Stainless Steel Fridge, B/I Dishwasher, Stove, Microwave W/ Exhaust Hood Fan, Washer & Dryer, All Existing Window Blinds & Elfs.",N,,Gas,,0,Underground,,,Y,Forced Air,,16:09.0,Y,Y,,Ensuite,Main,00:00.0,Flat,,,,Flat,Flat,Flat,,,,,,None,,,,649888,Pc,364.16,C8117744,,,,Toronto,01.C01,Toronto C01,1,Tba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690000,,769090326,,None,,Undergrnd,,,,,0,Jlte,,Restrict,16:16.0,,,,,,,00:00.0,New,,,,,,,,Del Property Management,,,AIMHOME REALTY INC.,Laminate,Stainless Steel Appl,,4.05,Kitchen,2.49,,,,,,,,,,,,,,,,,,,Laminate,Combined W/Dining,Juliette Balcony,5.49,Living,2.99,Laminate,Combined W/Living,South View,5.49,Dining,2.99,Laminate,Sliding Doors,,3.05,Prim Bdrm,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Sale,,,,,,,,,,Unknown,,,,,,500-599,John,,99,St,A,34,Apartment,2485.2,,13:05.0,0,,,.C.,Condo Apt,,,3,N,,,,,,,,,,,,,Y,,4,,,,,1,Flat,,,,,,,,,00:00.0,,2023,0-5,M5V 0S6,Residential,"Newly One Bedroom Unit In The Luxury PJ Condos, Located In The High Desired Area. Unobstructed Sun Filled South View, CN Tower And Lake Ontario In Sight. 9 Ft Ceiling, Open Concept Layout, Floor To Ceiling Window, Modern European Style Kitchen With S/S Appliances.  24 Hrs Concierge & Many Amenities. Easy Access To Public Transit, Streetcar, Union Station. Walking Distance To Top Class Restaurants, Theatres, Financial District, Rogers Centre, Scotia Bank Arena And Harbourfront."
None,,,,40 Homewood Ave,,,,1810,Toronto,1,,,1,Concierge,Gym,Indoor Pool,Party/Meeting Room,Sauna,Visitor Parking,1,,None,,,,,,,,Half Months Rent + Hst,Y,Cabbagetown-South St. James Town,01.C08.0930,,,YCC,E,Concrete,,75,Ontario,Homewood/Carlton,N,Y,27,,00:00.0,,,,,,,,"Fridge, Stove, Microwave, And Mirrored Closet Doors. All Custom Built-Ins.",N,,Electric,N,0,Underground,,,Y,Baseboard,Y,31:37.0,,Y,,Shared,Lower,00:00.0,Ground,,,,Ground,Ground,Ground,Ground,,,,,Exclusive,B3,,486,2150,Ter,,C8117854,,,,Toronto,01.C08,Toronto C08,1,April 1 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,,,,None,,Undergrnd,,,,,0,Open,,Restrict,31:40.0,,.AA.,Entire Property,,,,00:00.0,New,,Park,Place Of Worship,Public Transit,,,,Crossbridge Property Management,N,,DIGI,W/O To Balcony,Large Window,Vinyl Floor,4.1,Living,3.83,,,,,,,,,,,,,,,,,,,W/O To Balcony,Large Window,Vinyl Floor,2.43,Kitchen,2.12,W/O To Balcony,Sliding Doors,Vinyl Floor,4.13,Br,2.24,4 Pc Bath,Granite Counter,Vinyl Floor,1.49,Bathroom,2.2,Mirrored Closet,B/I Shelves,Vinyl Floor,1.49,Foyer,1.25,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Lease,,,,,,,,,,Unknown,,,,,,0-499,Homewood,,40,Ave,U,17,Apartment,,,55:57.0,0,,,.C.,Condo Apt,,00:00.0,10,N,,,,,,,,,,,,,Y,,4,,,,,1,,,,,,,,,,00:00.0,,,16-30,M4Y 2K2,,"Welcome To 40 Homewood, A Newly Renovated, Sun Filled One Bedroom In The Heart Of Church St Village. Enjoy Unobstructed Views Of The Lake On Your Massive East Facing Terrace. Steps To Transit And Neighbourhood Amenities: Maple Leaf Gardens Loblaws, Toronto Metropolitan University, U Of T, Church St Village, Cabbagetown, Allan Gardens/Conservatory & Dog Park. Downtown Living At Its Best!"
